"","ADAUSDT","ATOMUSDT","AVAXUSDT","BNBUSDT","BTCUSDT","DOGEUSDT","DOTUSDT","ETCUSDT","ETHUSDT","FILUSDT","FTMUSDT","LINKUSDT","LTCUSDT","MATICUSDT","NEARUSDT","SOLUSDT","TRXUSDT","UNIUSDT","XLMUSDT","XRPUSDT","openTime"
"1",0.781158312212594,-0.605729132013654,4.19696833359211,0.378691616867208,-0.259053061549774,0.943608886191865,-2.03648713574585,1.50878094154429,-0.329824320937889,2.26235770312567,0.654809965832692,0.47238905802645,1.8589295882137,-0.252305397222061,-4.67292634555142,-1.63028526382081,-0.0663522234844674,-3.04410754597867,0.0474044802782411,-0.72825129687627,2019-09-09
"2",-0.0808526800230644,0.354439404105482,0.102791512419066,0.635951218857982,-0.654981796297297,-0.573987732647015,2.13094578800729,-1.59090117629798,0.525641393134487,-1.076411211657,-0.617250225147145,-0.974052403000906,0.213659569177654,0.543623121792203,-0.205015262063117,-1.95347302599356,0.363240448134232,-1.36986658875388,-0.493221054346598,-0.586246735919841,2019-09-10
"3",0.464179171171407,0.125521298637404,-0.325832633898738,-0.865461863380114,0.0979390462078267,-1.93579243734967,2.73319199554709,0.369466542251754,-0.457852680880396,-0.64301781564554,-0.176951264314386,0.375934586315714,0.782730151635467,-0.386674454154553,0.683677061553173,1.23973734513248,0.14989215106241,-2.79676324609108,-1.11592702624105,-0.402564961038837,2019-09-11
"4",-0.436697383834118,1.32735662836705,0.23589630320959,0.698038718208466,0.794598174387617,0.438547320006516,1.10220107956184,0.183914914290341,-0.210768233378754,-0.136265980114765,-0.161701412761449,-0.123643947479143,-0.60243092507546,-0.919710044734527,-0.768502583151835,0.78106988279751,-1.60639096659753,-1.06455420568495,-0.520981334101759,0.815213175338948,2019-09-12
"5",1.3285634644439,0.11266796346987,-1.05877057957627,-2.00989720526873,-0.206034482687828,-0.816392378194603,-0.709602158005498,0.599307608662618,-0.418083532700481,-1.800911202731,-0.132272035794123,-0.175383214361187,3.24494984208097,-0.793667271464564,-1.67828857489777,-0.303640292548614,-0.283857931199315,1.22139051100742,-0.412989659335371,-0.061659598298565,2019-09-13
"6",0.319608704559187,-0.768773634208424,-0.165901719769916,-0.893498582552491,-0.0837620817291073,-0.472455455818925,0.897422719721635,0.76726146079886,-0.357425551713104,-1.77030202856693,-0.0134439300058023,-1.54243904136187,0.110790104278911,-0.975076171619555,0.314399033975423,-0.684335297968069,0.994256120930873,1.87134841587989,0.847078250060499,0.399413805013509,2019-09-14
"7",-0.00559103640771255,0.75612216650484,0.493829850555662,-0.0578880415788783,-0.144568381343659,0.268027626226846,-0.00591256167142732,-1.79111884692441,-0.41602701356161,0.270864442513775,-1.07155740594672,0.110356155362778,-0.161036677179012,-1.67660864030189,0.568931387891902,-0.564949824322078,0.239599729271962,-0.410856464625146,0.552017586584094,-0.444505187312823,2019-09-15
"8",-0.0124111262370385,-2.09053140499512,-0.514231106846356,0.536893778707214,-0.241410032417313,1.52229056286985,-0.477508936927466,0.280886395073908,0.454817032649186,0.408047297305265,-2.00161962375507,-0.451227544081622,0.905879051275121,-0.109573090429703,-0.255567369182992,0.742932589398592,-1.77862852931023,-0.107529191723164,0.408716795135735,2.47397195232698,2019-09-16
"9",0.714580212919772,-0.98789493945428,-0.820088988281712,-1.65307083443325,-0.295399061682074,-0.184300085223131,0.721735536689515,-0.417700933548865,0.0757906990689271,4.05714471088522,-1.09471527262062,1.00537060963822,-0.39424143453682,-0.114656982561807,0.140837456490351,-0.440565949863291,-0.141454556294454,-0.0556400913465033,0.0945522057611051,0.0180299001179055,2019-09-17
"10",-0.669643896442506,-0.493318724938089,0.389991033975773,-0.34083740274382,-0.18377093380647,-0.702594077382828,0.00233731299549072,1.49834364644458,-0.329654367977582,-0.854954158787251,0.422976017668366,0.343247723831156,-0.521634788690397,0.464207979235064,1.36812517942642,1.5615048254395,-0.416560668804014,-1.52433954935685,0.8174786988803,-0.681348184875919,2019-09-18
