"ADAUSDT","ATOMUSDT","AVAXUSDT","BCHUSDT","BNBUSDT","BTCUSDT","DOGEUSDT","DOTUSDT","EOSUSDT","ETCUSDT","ETHUSDT","FILUSDT","FTMUSDT","LINKUSDT","LTCUSDT","MATICUSDT","NEARUSDT","SOLUSDT","TRXUSDT","XRPUSDT","openTime"
0.284196579840629,0.381462010123021,0.367856532724611,0.613553497779144,0.461893702611763,0.43138311358145,0.505214880359554,0.486041575598089,0.374464563996762,0.280214347912338,0.321879658722412,0.770758912459395,0.335051292861186,0.634957588215654,0.709863975693487,0.399187084722371,0.315093010210993,0.497384093565274,0.280449026330265,0.418012987449056,2020-10-23
0.503454503234359,0.752118460472697,0.368414340320402,0.709096336362651,0.476806718823625,0.726417024811807,0.49194597543946,0.676022498455676,0.591623526647217,0.596272566185525,0.589212766208873,0.780922822379343,0.812554817507808,0.821775239223348,0.928883690117921,0.755181587888732,0.614442641707324,0.318511105309687,0.646100555712564,0.565752144592938,2020-10-24
0.348719007443441,0.170107469910625,0.422621314060092,0.312372753040136,0.257852682663684,0.373958640838574,0.605569021857674,0.45444225609218,0.680395560194112,0.555632689544865,0.280981943217407,0.999849831819066,0.149405636369357,0.164814940635242,0.397513609274995,0.331572954151738,0.980964261569596,0.0914252791146878,0.408418779847278,0.337658336177073,2020-10-25
0.18806486966228,0.258961896574368,0.499166259333055,0.121093051084947,0.832183516340882,0.536541446522751,0.633771910953859,0.963653394382742,0.197121478109573,0.26617813611432,0.138017275243707,0.105930941965432,0.0594958732382454,0.196320111357894,0.166738901916234,0.164751645399417,0.10625964040832,0.106244749996856,0.322529650838949,0.227303006412602,2020-10-26
0.452638108958936,0.494416663658212,0.458828774096991,0.707296229126609,0.681321666937054,0.930378385941242,0.563114858155967,0.454237237278641,0.693648852454052,0.588173371354647,0.811366730345631,0.953733402683657,0.443361439947343,0.658209507006072,0.713902593594071,0.204674906793359,0.354227791671478,0.64058477824112,0.606800704496581,0.761212462250352,2020-10-27
0.139626717675636,0.0582862958477448,0.314934583452508,0.691582159681227,0.10980805376435,0.156634853574132,0.13872786809371,0.0649357723865663,0.402753066611513,0.168172823414257,0.11344710648313,0.326204529535775,0.0296022510144246,0.157931137486375,0.140728937972604,0.150932662981435,0.0973150250492634,0.0181548768717912,0.384568915209518,0.155603285351002,2020-10-28
0.164043554770263,0.214612555026713,0.0403666972601022,0.438101521425016,0.251621331095782,0.737934149858041,0.39631598190159,0.0699985463988794,0.398450681049298,0.760069545344623,0.425369797367711,0.353869294482522,0.0661561358179924,0.352637851720767,0.288887245821059,0.0436771594354964,0.400000692997704,0.174604357143548,0.265650508441874,0.323715226701821,2020-10-29
0.267659253050201,0.468382320377101,0.348190910102976,0.233740065714766,0.0677800933900226,0.646116622701267,0.502472278211656,0.557084949984873,0.071979566810699,0.211155267700082,0.305093580533505,0.109017153414852,0.603341684988741,0.331570193088969,0.275023251285394,0.495741122443212,0.0757496789885346,0.512554070422246,0.0810942792329842,0.28117297394767,2020-10-30
0.449037123542079,0.507785132765073,0.301587172343333,0.513065788462552,0.474045169966319,0.767482081626437,0.430365590722019,0.705776619835051,0.624766458194019,0.538015978542844,0.648284975599643,0.827481967455722,0.386776933723334,0.622899865052945,0.824951618117595,0.465138773097192,0.591047399909127,0.890995883603377,0.600188554603556,0.57725429325278,2020-10-31
0.947796819642888,0.775193800027048,0.634417038948586,0.805931564807937,0.523639723988217,0.44710634824168,0.530217273433132,0.586168656425361,0.440574316133251,0.397505215195361,0.823887555787609,0.59598887447387,0.294483979603291,0.803157183862471,0.448054799330737,0.731435751316375,0.465987842029984,0.73832358896339,0.410975409837081,0.512371051921764,2020-11-01
0.0511204568817459,0.205520281195272,0.271469002801001,0.0940705758345707,0.140159517486444,0.234100846778359,0.208169991574214,0.13981610678863,0.108535529280531,0.088259044539462,0.114166397928335,0.160587328709836,0.438335309403166,0.0347475392893522,0.140996022571993,0.227153844765247,0.196698607074564,0.0656144140928541,0.0366781597227294,0.210169411095859,2020-11-02
0.64711371166401,0.22532440549472,0.0220475512628035,0.0764989362963,0.101708830669128,0.90223264995763,0.464112478146437,0.519277919243727,0.184378454886525,0.250213663465364,0.68915278225018,0.321069756121749,0.21514523023093,0.19096571061678,0.537687892375705,0.0615629996571409,0.102982582294179,0.228911042581905,0.425878769062937,0.776872504216293,2020-11-03
0.719775231377978,0.26954062149874,0.142442565150189,0.336946935704312,0.541999174643067,0.659823717837409,0.639540865557853,0.655802373448976,0.403350775223486,0.477375980862233,0.890313038940623,0.519994809059631,0.0583244960323307,0.565427664649565,0.689842430685955,0.196413616169432,0.18185449113911,0.375584670104418,0.301657932711553,0.341814437530786,2020-11-04
0.73707194247228,0.78666686440524,0.863213734138093,0.872440022228442,0.859067192543366,0.996544667139476,0.891774075354146,0.78946548443487,0.922547798336278,0.898973290961693,0.87407517500208,0.685937464570451,0.725503793294534,0.877250139558359,0.975517508210787,0.963553282046528,0.99947578935301,0.545636987733276,0.869065590688478,0.892723125170241,2020-11-05
0.995766481918261,0.985911508965143,0.938709127709182,0.850126026883404,0.941604396478249,0.489251974196346,0.898069982311855,0.97330389202352,0.86302439297386,0.916110851834765,0.986593660520153,0.929277950776961,0.997611580908408,0.985691391111411,0.951221602520864,0.989531269507923,0.683171540255937,0.999972230470832,0.944180980899036,0.926007788823152,2020-11-06
0.075939051340542,0.10290596190568,0.163584100802917,0.287366937431837,0.0751296509792688,0.0396233718702781,0.311980426479391,0.0440115864444047,0.297199171446046,0.0765427039484432,0.0993227842345103,0.130979180414934,0.501417549584969,0.254153417661469,0.055862744348726,0.141258878057403,0.341206504364154,0.697022432963077,0.0464626466666225,0.174072156569977,2020-11-07
0.840696038630483,0.817363280115603,0.62761784690406,0.965236910442474,0.783525215746568,0.911203036788232,0.664877805376072,0.760392423762378,0.740048107235108,0.752264359258809,0.875211485730485,0.750768494303845,0.779922991808268,0.926120003607318,0.805060740977328,0.909269814511819,0.964998861521206,0.705632430504543,0.749497163405801,0.720046328978833,2020-11-08
0.426800316992053,0.936069442776692,0.360103753982758,0.24511809506279,0.299090865275447,0.356746770661715,0.337935257954338,0.451868361326029,0.270457808162863,0.175575411671821,0.228132799282605,0.67219783569688,0.238829849632876,0.373616301418383,0.203752911945994,0.452862223100267,0.923434982175597,0.27317250769466,0.172472577345823,0.342119830336096,2020-11-09
0.527137891484037,0.388758517066576,0.845226298002872,0.202321180352723,0.575121440050886,0.445699178404482,0.859579894386,0.657051174921487,0.507834298647035,0.764145001330656,0.667289736113491,0.250731333532512,0.936519317069739,0.788782045120268,0.250497040442435,0.925965585807281,0.585364489433315,0.866981521479756,0.499963106051135,0.721537722298477,2020-11-10
0.512527891779215,0.408673837745297,0.281566924628907,0.445111512966324,0.329122891407285,0.825069718909053,0.546992735044533,0.565191578991798,0.49991149953094,0.364226594015589,0.803077808598298,0.391749379348184,0.269819783077326,0.325769648247158,0.74557895540118,0.266539996586434,0.132719136402174,0.0887534669760415,0.570016521023558,0.613537584264175,2020-11-11
0.36855057585932,0.499552442820662,0.32153754834613,0.687366290694537,0.282783275800446,0.883868984375048,0.7040746592546,0.397190926410911,0.2479068048248,0.37518288802695,0.45373546943859,0.283122087910352,0.0967863721311151,0.256458378380634,0.764887861201812,0.262574727150222,0.16363155745485,0.284319262074247,0.39346480087411,0.441810364700613,2020-11-12
0.687482014222403,0.831628678929468,0.956025952346623,0.36425129138071,0.797208443501145,0.539565287627556,0.696198753423372,0.7956369290152,0.957578069381208,0.748446092628317,0.82884713137301,0.367313706580867,0.741760548798542,0.802619155657515,0.966630691350597,0.836325484957595,0.928910649936657,0.746243871379465,0.796518737231588,0.935842585016451,2020-11-13
0.270816020322913,0.195029204272856,0.124548709680642,0.0682522386529516,0.291616466254246,0.251315886263968,0.38476129216156,0.31809138490512,0.188314369060423,0.229152496470514,0.134823726569426,0.583664423623919,0.324095112308682,0.275819471459029,0.182435707217831,0.430181177973044,0.342460997018296,0.243315557113507,0.257094089452473,0.602762396410492,2020-11-14
0.157867894149091,0.348427242278525,0.639479307464711,0.257163435726047,0.272072209092559,0.369425716589024,0.430402297503653,0.263889241857668,0.283875747641354,0.456564996283087,0.16492920804017,0.0832867424276092,0.430482877005307,0.180098569002843,0.234069915272718,0.386598509042691,0.294044038019667,0.802793597913954,0.616894849998086,0.608926842516927,2020-11-15
0.830181283025935,0.739927504876382,0.851529318989484,0.876494455715479,0.72776735724183,0.943287881804699,0.915857500916891,0.812265415874027,0.894000996172174,0.973638815344962,0.817634610149353,0.383548941715788,0.879270530918209,0.844088206235284,0.997287106049612,0.597245574409772,0.708024982740289,0.924731438681828,0.604731536418274,0.974283342165215,2020-11-16
0.930906114901542,0.875062140874069,0.802525942823391,0.791663014681809,0.838309922393215,0.94910274461347,0.742327503871208,0.976439466731346,0.935842548090554,0.957532017367065,0.911990221624288,0.927584223824391,0.576404584200461,0.925052615469159,0.740353291995395,0.886869019766,0.823012534823665,0.338230618457246,0.942472759957921,0.842628528233121,2020-11-17
0.237431136561427,0.156689229382109,0.271033860382298,0.126564510074094,0.192778396924706,0.613777327874056,0.472691082992409,0.167915135136137,0.182044064191131,0.88451675265756,0.352919052041356,0.388818533884395,0.051244213166718,0.595807116863039,0.206253512925371,0.220038499958715,0.0824708046250773,0.24893189173759,0.660034052325246,0.202935111986956,2020-11-18
0.416375481155243,0.503219571606758,0.231356141149121,0.47610798970773,0.480393755954016,0.527840245483171,0.481416360954873,0.668865004499293,0.49991149953094,0.260731307860257,0.264602701261033,0.512861033071649,0.721867712500433,0.529421466865735,0.946704486516293,0.619434307461608,0.576258994029828,0.371791801856537,0.05946451458453,0.83529306499079,2020-11-19
0.995800147127262,0.84804190528912,0.719230183031765,0.951863844299521,0.92249044427321,0.932480119378447,0.853962849704829,0.985403125194403,0.948811372714462,0.790121424028281,0.978089398894822,0.637928034805219,0.616116960372653,0.817353168260777,0.598316385825582,0.783128922850495,0.922559158391878,0.578121831840818,0.789897243447849,0.962424595802968,2020-11-20
